text,sentiment
came review however entirely sure leaves feeling somewhat dissatisfied bit brassed didnt happen,0
watched snow fall accumulate conifer trees shoveling shirt sleeves feeling vigorous,1
feel like flying afraid going miss something,0
going lie days feel uber supportive days feel uber frustrated,1
feel like running breath cool enough anything else,1
happy get back knew wouldnt feel crappy forever,0
feel people usually prefer truthful would rather make many different things tell lies,1
might add feel dismayed whenever see christians posting links apologetic drivel online friend acts disclaimer boldly advertises stupendous ignorance incredulity,0
still feeling bit unsure bit convinced still bit frustrated,0
feel trying hurt,0
feel sorry eat mangoes amp grateful,0
ive spent years feeling resentful trying curb feeling resentment,0
day feeling movements amazed something miraculous happening body like special secret,1
lived virginia eight whole months feels super weird,1
feel like child yet could see giving carefree way lestat,1
friend sometime feel insulted around,0
feel glad teaching nursery children special needs know study art better helped use art curriculum make lessons enjoyable interesting pupils,1
think started feel little homesick,0
feeling beaten life yesterday see love schizofrenic man kick house boisterous fights,0
feel blessed experiencing season life new mother,1
feel really free feel grow wings amp fly,1
must admit feeling popular wonderful feeling,1
feeling really stressed today state house,0
feel like entered relationship mike became unwelcome life,0
feel guilty like going able cook,0
every intention gardening morning still cool feeling rotten,0
feeling indecisive turning eighteen hey age come ups downs right,0
feel doubtful even struggling bit faith even times seem dark feel alone know god,0
feel like one dirty confidential intermediaries dislike,0
wasting life away going one person another find love feeling shitty anti social polytechnic life met guy,0
ive frustrated dont walk around floating air seeing good every sidewalk pothole trip beating feeling unsure scared,0
spend life condemning others feel wronged people yet consequences strangely bitter,0
feeling friendly,1
feel fantastic job showcasing impact affirmative action higher education,1
today looking bank account morning feeling shocked,1
place feel hopeful finally getting job another warehouse distributors like work products floral instead stationary accessories art bags,1
feel fine good enough sunday evening,1
feel horrible want throw towel give,0
one fourth bottle feeling bit disappointed,0
started feel uncomfortable got leave met comments yeah right two girls like wouldnt come bar youre looking attention guys,0
genuinely say isnt much dislike comes foundation stays put makes skin look feel flawless,1
kept quiet someone said something hurtful said feeling want rude,0
panicked feel nails broke impenetrable wall ice leaving red crescents blood welling sensitive skin,0
returned home feeling invigorated wanting,1
feel like hitting sweet spot going grade going headed last year preschool,1
get feeling people suffering body,0
feel contented job,1
feel shy ashamed,0
feeling jolly time feeling nao,1
feel hate whoever love caring towards,1
sitting feeling defeated,0
feel like despised,0
ive suffered eating disorders depression since feel amazed say consider recovered,1
really enjoyed using products cleanse polish made skin feel lovely soft,1
feeling kinda shaky mind full doubt good luck love,0
feel determined ever,1
hate much feel like looking pretty damn flawless pics,1
use emoticons would awkward writing feeling amused writing right opposed,1
like feel exactly beloved graham,1
also feel strong sexual current flowing actual desire release like pillar electric fire pillar,1
three words describe feelings viewing impressed,1
feel strong enough take pain thinking wrong,1
didnt usually feel quite hated hour morning,0
feel like anything say worthwhile others want bother people worthless thoughts,1
feeling lively yesterday still sure food though,1
enjoyed today hes darling long time since ive backed horse admit feeling little hesitant,0
